,发生时间,发生时间,发生时间
1529,2014-10-20 19:17:07,False,False
1530,2014-10-20 19:17:27,False,False
1531,2014-10-20 19:17:49,False,False
1532,2014-10-20 19:17:51,False,False
1571,2014-10-20 19:47:59,True,True
1572,2014-10-20 19:48:01,False,False
1573,2014-10-20 19:48:03,False,False
1574,2014-10-20 19:48:05,False,False
1575,2014-10-20 19:48:08,False,False
1576,2014-10-20 19:48:09,False,False
1578,2014-10-20 19:48:14,False,False
1579,2014-10-20 19:48:16,False,False
1580,2014-10-20 19:48:22,False,False
1582,2014-10-20 19:49:55,False,False
1583,2014-10-20 19:49:57,False,False
1584,2014-10-20 19:49:59,False,False
1585,2014-10-20 19:50:03,False,False
1586,2014-10-20 19:50:05,False,False
1587,2014-10-20 19:50:07,False,False
1588,2014-10-20 19:50:09,False,False
1589,2014-10-20 19:50:11,False,False
1590,2014-10-20 19:50:13,False,False
1591,2014-10-20 19:50:23,False,False
1592,2014-10-20 19:50:25,False,False
1593,2014-10-20 19:50:27,False,False
1594,2014-10-20 19:50:29,False,False
