,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
16,2927,413,610050,NA,NA,∑¨«—∏ ¿∂,0,1,33,NA,2016/8/1 12:45,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1147
17,2926,413,609984,NA,NA,÷ÿ«ÏÃÿ…´”Õ…’Õ√,0,1,69,NA,2016/8/1 12:45,NA,NA,NA,0,NA,NA,caipu/205004.jpg,1147
18,2928,413,610013,NA,NA,∑¨«—Ï¿«Ôø˚,0,1,35,NA,2016/8/1 12:46,NA,NA,NA,0,NA,NA,caipu/302002.jpg,1147
19,2930,413,610032,NA,NA,≥§≥«Ω—ƒΩ‚∞Ÿƒ…∫Ïæ∆∏…∫Ï∆œÃ—æ∆,0,1,35,NA,2016/8/1 12:48,NA,NA,NA,0,NA,NA,caipu/401001.jpg,1147
20,2932,413,609973,NA,NA,◊œ Ì√Ê∞¸æÌ,0,1,20,NA,2016/8/1 12:49,NA,NA,NA,0,NA,NA,caipu/502003.jpg,1147
21,2934,413,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1,39,NA,2016/8/1 12:50,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1147
22,2938,415,609964,NA,NA,±‹∑ÁÃ¡≥¥–∑,0,1,48,NA,2016/8/1 12:51,NA,NA,NA,0,NA,NA,caipu/102004.jpg,1166
23,2935,413,609992,NA,NA,∑¨«—Ï¿≈£ÎÓ,0,1,35,NA,2016/8/1 12:51,NA,NA,NA,0,NA,NA,caipu/201002.jpg,1147
24,2936,413,610012,NA,NA,œ„πΩ∆»µ∞,0,1,39,NA,2016/8/1 12:52,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1147
25,2940,415,610064,NA,NA,ª®∏Ú’Ùµ∞,0,1,37,NA,2016/8/1 12:52,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1166
26,2937,413,610023,NA,NA,∆°æ∆—º,0,1,48,NA,2016/8/1 12:53,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1147
27,2939,413,609931,NA,NA,ÏÀ÷Ì ÷,0,1,58,NA,2016/8/1 12:54,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1147
28,2643,392,609930,NA,NA,Õ„∂π Ì◊–÷Ìπ«Ã¿,0,1,39,NA,2016/8/1 12:58,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1094
29,2942,415,609959,NA,NA,–°≥¥—Ú—¸,0,1,36,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/202005.jpg,1166
30,2652,392,609936,NA,NA,∆§µ∞ ›»‚÷‡,0,1,16,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1094
31,2650,392,609935,NA,NA,…Ω“©—¯…˙÷‡,0,1,19,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/602001.jpg,1094
32,2943,415,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1,48,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1166
33,2654,392,609937,NA,NA,±˘Ã«∫Ï∂πﬁ≤√◊÷‡,0,1,15,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/602003.jpg,1094
34,2649,392,609934,NA,NA,«€≤À≥¥—¸ª®,0,1,18,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1094
35,2656,392,609938,NA,NA,–°√◊ƒœπœ÷‡,0,1,13,NA,2016/8/1 12:59,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1094
36,2657,392,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1,15,NA,2016/8/1 13:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1094
37,2664,392,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1,55,NA,2016/8/1 13:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1094
38,2667,392,609945,NA,NA,≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠,0,1,6,NA,2016/8/1 13:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1094
39,2665,392,609944,NA,NA,ÀÆ÷Û”„,0,1,65,NA,2016/8/1 13:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1094
40,2946,415,610016,NA,NA,ŒÂ≤ ≈∫√Á,0,1,35,NA,2016/8/1 13:01,NA,NA,NA,0,NA,NA,caipu/302005.jpg,1166
41,2669,392,609946,NA,NA,π»µæ–°◊Ø ,0,1,38,NA,2016/8/1 13:01,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1094
42,2675,392,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1,7,NA,2016/8/1 13:02,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1094
43,2670,392,609947,NA,NA, ±±±˘—Û∆˚ÀÆ ,0,1,5,NA,2016/8/1 13:02,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1094
44,2948,415,609930,NA,NA,Õ„∂π Ì◊–÷Ìπ«Ã¿,0,1,39,NA,2016/8/1 13:02,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1166
45,2677,392,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1,13,NA,2016/8/1 13:02,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1094
46,2680,392,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1,30,NA,2016/8/1 13:03,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1094
47,2684,392,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1,29,NA,2016/8/1 13:04,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1094
48,2682,392,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1,29,NA,2016/8/1 13:04,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1094
49,2689,392,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1,29,NA,2016/8/1 13:05,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1094
50,2693,392,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1,88,NA,2016/8/1 13:05,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1094
51,2687,392,609953,NA,NA,¡π∞Ë≤§≤À,0,1,27,NA,2016/8/1 13:05,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1094
52,2695,392,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1,48,NA,2016/8/1 13:06,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1094
53,2950,415,609955,NA,NA,∫Ïæ∆Ï¿—Ú»‚,0,1,108,NA,2016/8/1 13:06,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1166
54,2729,392,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1,65,NA,2016/8/1 13:06,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1094
55,2697,392,609958,NA,NA,œ„¿±±¨—Ú∏Œ,0,1,28,NA,2016/8/1 13:06,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1094
56,2952,415,610071,NA,NA, 42∂»∫£÷Æ¿∂,0,1,99,NA,2016/8/1 13:07,NA,NA,NA,0,NA,NA,caipu/401004.jpg,1166
57,2733,392,609989,NA,NA,«‡µ∫∆°æ∆πﬁ◊∞,0,1,7,NA,2016/8/1 13:07,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1094
58,2951,415,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,1,10,NA,2016/8/1 13:07,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1166
59,2953,415,609945,NA,NA,≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠,0,1,6,NA,2016/8/1 13:08,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1166
60,2535,381,609996,NA,NA,≈£Œ≤Ã¿,0,1,40,NA,2016/8/1 13:13,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1243
61,2539,381,609994,NA,NA,∂¿º“±°∫…œ œ∫≈£»‚æÌ,0,1,45,NA,2016/8/1 13:13,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1243
62,2542,381,610012,NA,NA,œ„πΩ∆»µ∞,0,1,39,NA,2016/8/1 13:15,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1243
63,2544,381,610047,NA,NA,Œ˜πœ∫˙¬‹≤∑…≥¿≠,0,1,26,NA,2016/8/1 13:16,NA,NA,NA,0,NA,NA,caipu/301001.jpg,1243
64,3059,429,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1,65,NA,2016/8/1 13:17,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1452
65,3063,429,609962,NA,NA,µπ¡¢’ÙÀÛ◊”–∑,0,1,169,NA,2016/8/1 13:18,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1452
66,3065,429,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1,55,NA,2016/8/1 13:18,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1452
67,3067,429,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1,29,NA,2016/8/1 13:20,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1452
68,2546,381,609946,NA,NA,π»µæ–°◊Ø ,0,1,38,NA,2016/8/1 13:21,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1243
69,2549,381,610052,NA,NA,ª∆”Õ«˙∆Ê±˝∏…,0,1,16,NA,2016/8/1 13:22,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1243
70,2551,381,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1,35,NA,2016/8/1 13:23,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1243
71,3068,429,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1,7,NA,2016/8/1 13:24,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1452
72,3069,429,609947,NA,NA, ±±±˘—Û∆˚ÀÆ ,0,1,5,NA,2016/8/1 13:24,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1452
73,3070,429,609971,NA,NA,¥Û¿Ì ØƒÃ”Õµ∞∏‚,0,1,13,NA,2016/8/1 13:25,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1452
74,3074,429,610072,NA,NA,53∂»√©Ã®,0,1,128,NA,2016/8/1 13:26,NA,NA,NA,0,NA,NA,caipu/401005.jpg,1452
75,3077,429,610056,NA,NA,÷Ω±≠µ∞∏‚,0,1,8,NA,2016/8/1 13:27,NA,NA,NA,0,NA,NA,caipu/501005.jpg,1452
76,3078,429,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1,39,NA,2016/8/1 13:29,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1452
77,3082,429,610044,NA,NA,ƒæ–ÎÕ„∂π,0,1,32,NA,2016/8/1 13:31,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1452
78,3080,429,610021,NA,NA,±¨≥¥º¶≥·,0,1,56,NA,2016/8/1 13:31,NA,NA,NA,0,NA,NA,caipu/204004.jpg,1452
79,3079,429,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1,15,NA,2016/8/1 13:31,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1452
80,3081,429,610023,NA,NA,∆°æ∆—º,0,1,48,NA,2016/8/1 13:31,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1452
81,3083,429,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1,30,NA,2016/8/1 13:34,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1452
82,3116,433,609978,NA,NA,±¨≥¥˜≠¬µ,0,1,55,NA,2016/8/1 13:38,NA,NA,NA,0,NA,NA,caipu/106003.jpg,1109
83,3117,433,609955,NA,NA,∫Ïæ∆Ï¿—Ú»‚,0,1,108,NA,2016/8/1 13:39,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1109
84,3118,433,609965,NA,NA,¥–Ω™≥¥–∑,0,1,109,NA,2016/8/1 13:41,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1109
85,3119,433,609989,NA,NA,«‡µ∫∆°æ∆πﬁ◊∞,0,2,7,NA,2016/8/1 13:41,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1109
86,3120,433,609944,NA,NA,ÀÆ÷Û”„,0,1,65,NA,2016/8/1 13:44,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1109
87,3121,433,609990,NA,NA,Ãÿ¥ººŒ ø≤Æ∆°æ∆πﬁ◊∞,0,2,6,NA,2016/8/1 13:46,NA,NA,NA,0,NA,NA,caipu/403005.jpg,1109
88,3122,433,609988,NA,NA,∞ŸÕ˛∆°æ∆πﬁ◊∞,0,2,6,NA,2016/8/1 13:48,NA,NA,NA,0,NA,NA,caipu/403003.jpg,1109
89,3123,433,609942,NA,NA,¿±≥¥ˆœ”„,0,1,58,NA,2016/8/1 13:48,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1109
90,3124,433,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,1,10,NA,2016/8/1 13:49,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1109
91,3127,433,610028,NA,NA,≈‡∏˘ª®≤À,0,1,35,NA,2016/8/1 13:50,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1109
92,3126,433,610050,NA,NA,∑¨«—∏ ¿∂,0,1,33,NA,2016/8/1 13:50,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1109
93,4509,569,609963,NA,NA,≈Ã–∑’Ùµ∞,0,2,55,NA,2016/8/1 17:06,NA,NA,NA,0,NA,NA,caipu/102003.jpg,1143
94,4513,569,609936,NA,NA,∆§µ∞ ›»‚÷‡,0,5,16,NA,2016/8/1 17:16,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1143
95,4516,569,609932,NA,NA,±¨≥¥÷Ì∏Œ,0,2,68,NA,2016/8/1 17:18,NA,NA,NA,0,NA,NA,caipu/203003.jpg,1143
96,5453,655,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1,65,NA,2016/8/1 17:32,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1268
97,5461,655,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1,48,NA,2016/8/1 17:33,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1268
98,5468,655,609946,NA,NA,π»µæ–°◊Ø ,0,1,38,NA,2016/8/1 17:33,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1268
99,5465,655,609953,NA,NA,¡π∞Ë≤§≤À,0,1,27,NA,2016/8/1 17:33,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1268
100,5470,655,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,2,10,NA,2016/8/1 17:35,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1268
101,5471,655,609958,NA,NA,œ„¿±±¨—Ú∏Œ,0,1,28,NA,2016/8/1 17:36,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1268
102,4586,577,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1,175,NA,2016/8/1 17:37,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1150
103,5143,622,610043,NA,NA,»‚∂°«—◊”,0,1,39,NA,2016/8/1 17:40,NA,NA,NA,0,NA,NA,caipu/305002.jpg,1220
104,5142,622,609984,NA,NA,÷ÿ«ÏÃÿ…´”Õ…’Õ√,0,1,69,NA,2016/8/1 17:40,NA,NA,NA,0,NA,NA,caipu/205004.jpg,1220
105,4588,577,609931,NA,NA,ÏÀ÷Ì ÷,0,1,58,NA,2016/8/1 17:40,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1150
106,4593,577,609934,NA,NA,«€≤À≥¥—¸ª®,0,1,18,NA,2016/8/1 17:41,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1150
107,5472,655,609960,NA,NA,∞◊∫˙Ω∑∫˙¬‹≤∑—Ú»‚Ã¿,0,1,35,NA,2016/8/1 17:41,NA,NA,NA,0,NA,NA,caipu/202006.jpg,1268
108,5144,622,610025,NA,NA,∑¨«—µ∞Ã¿,0,1,25,NA,2016/8/1 17:43,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1220
109,5473,655,610010,NA,NA,∞◊∑π/–°ÕÎ,0,2,1,NA,2016/8/1 17:44,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1268
110,4597,577,609953,NA,NA,¡π∞Ë≤§≤À,0,1,27,NA,2016/8/1 17:44,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1150
111,5145,622,610010,NA,NA,∞◊∑π/–°ÕÎ,0,2,1,NA,2016/8/1 17:45,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1220
112,5149,622,610052,NA,NA,ª∆”Õ«˙∆Ê±˝∏…,0,1,16,NA,2016/8/1 17:46,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1220
113,5152,622,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1,13,NA,2016/8/1 17:47,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1220
114,4600,577,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1,29,NA,2016/8/1 17:48,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1150
115,4604,577,609946,NA,NA,π»µæ–°◊Ø ,0,1,38,NA,2016/8/1 17:49,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1150
116,4609,577,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1,35,NA,2016/8/1 17:50,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1150
117,5428,651,610039,NA,NA,≈‡∏˘◊œ≤ÀæÌ,0,1,30,NA,2016/8/1 18:12,NA,NA,NA,0,NA,NA,caipu/105003.jpg,1593
118,5430,651,609981,NA,NA,π‘≤Ë€ËΩ∏Î◊”Ã¿,0,1,48,NA,2016/8/1 18:13,NA,NA,NA,0,NA,NA,caipu/205001.jpg,1593
119,5432,651,610031,NA,NA,Ã«¥◊ﬁ¨«—¡Ô«‡ª®,0,1,33,NA,2016/8/1 18:17,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1593
120,5437,651,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,1,10,NA,2016/8/1 18:19,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1593
121,5440,651,610018,NA,NA,’’…’º¶Õ»,0,1,16,NA,2016/8/1 18:20,NA,NA,NA,0,NA,NA,caipu/204001.jpg,1593
122,5875,694,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1,175,NA,2016/8/1 18:27,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1122
123,5876,694,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1,56,NA,2016/8/1 18:29,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1122
124,5877,694,609944,NA,NA,ÀÆ÷Û”„,0,1,65,NA,2016/8/1 18:30,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1122
125,5878,694,610019,NA,NA,∞◊’∂º¶,0,1,88,NA,2016/8/1 18:31,NA,NA,NA,0,NA,NA,caipu/204002.jpg,1122
126,5879,694,610069,NA,NA,50∂»π≈æÆπ±æ∆,0,1,90,NA,2016/8/1 18:31,NA,NA,NA,0,NA,NA,caipu/401002.jpg,1122
127,5881,694,609999,NA,NA,”„œ„»‚Àø∞Ë√Ê,0,1,18,NA,2016/8/1 18:32,NA,NA,NA,0,NA,NA,caipu/603003.jpg,1122
128,5880,694,609975,NA,NA,“ª∆∑œ„À÷≈∫,0,1,10,NA,2016/8/1 18:32,NA,NA,NA,0,NA,NA,caipu/502005.jpg,1122
129,5882,694,609965,NA,NA,¥–Ω™≥¥–∑,0,1,109,NA,2016/8/1 18:35,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1122
130,5883,694,609993,NA,NA,∞Ÿ¿Ôœ„ƒÃ”Õøæ∫Ïæ∆≈£»‚,0,1,178,NA,2016/8/1 18:36,NA,NA,NA,0,NA,NA,caipu/111.jpg,1122
131,5884,694,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1,30,NA,2016/8/1 18:37,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1122
132,3461,462,609935,NA,NA,…Ω“©—¯…˙÷‡,0,1,19,NA,2016/8/1 18:45,NA,NA,NA,0,NA,NA,caipu/602001.jpg,1187
133,3458,462,609965,NA,NA,¥–Ω™≥¥–∑,0,1,109,NA,2016/8/1 18:45,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1187
134,3462,462,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1,48,NA,2016/8/1 18:46,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1187
135,3465,462,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1,15,NA,2016/8/1 18:46,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1187
136,3470,462,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1,29,NA,2016/8/1 18:47,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1187
137,3467,462,609953,NA,NA,¡π∞Ë≤§≤À,0,1,27,NA,2016/8/1 18:47,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1187
138,3481,462,610027,NA,NA,«Â≥¥æ’ª®≤À,0,1,30,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1187
139,3479,462,610028,NA,NA,≈‡∏˘ª®≤À,0,1,35,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1187
140,3484,462,610057,NA,NA,±¶±¶∞Ê≈£»‚≥¶∑€,0,1,15,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/604001.jpg,1187
141,3477,462,610004,NA,NA,ƒœπœ÷• ø∞¸,0,1,10,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/503003.jpg,1187
142,3483,462,610035,NA,NA,ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆,0,1,46,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/402004.jpg,1187
143,3475,462,609998,NA,NA,«ÂÀ¨∞Ë¡π√Ê,0,1,15,NA,2016/8/1 18:48,NA,NA,NA,0,NA,NA,caipu/603002.jpg,1187
144,3486,462,610009,NA,NA,∫⁄√◊¡µ…œ∆œÃ—,0,1,33,NA,2016/8/1 18:49,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1187
145,3411,458,610063,NA,NA,À‚œ„¿±ª®º◊,0,1,45,NA,2016/8/1 19:27,NA,NA,NA,0,NA,NA,caipu/104002.jpg,1455
146,3413,458,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1,55,NA,2016/8/1 19:28,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1455
147,3418,458,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1,29,NA,2016/8/1 19:28,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1455
148,3416,458,610044,NA,NA,ƒæ–ÎÕ„∂π,0,1,32,NA,2016/8/1 19:28,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1455
149,3415,458,609942,NA,NA,¿±≥¥ˆœ”„,0,1,58,NA,2016/8/1 19:28,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1455
150,3422,458,610017,NA,NA,À·¿±≈∫∂°,0,1,33,NA,2016/8/1 19:29,NA,NA,NA,0,NA,NA,caipu/302006.jpg,1455
151,3419,458,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1,29,NA,2016/8/1 19:29,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1455
152,3423,458,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1,15,NA,2016/8/1 19:29,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1455
153,3430,458,609983,NA,NA,∏…π¯ÃÔº¶,0,1,88,NA,2016/8/1 19:30,NA,NA,NA,0,NA,NA,caipu/205003.jpg,1455
154,3428,458,609981,NA,NA,π‘≤Ë€ËΩ∏Î◊”Ã¿,0,1,48,NA,2016/8/1 19:30,NA,NA,NA,0,NA,NA,caipu/205001.jpg,1455
155,3427,458,609982,NA,NA,ŒÂœ„Ω¥¬ø»‚,0,1,52,NA,2016/8/1 19:30,NA,NA,NA,0,NA,NA,caipu/205002.jpg,1455
